,客户编号,客户公司名称,客户公司编号,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,第一选择基金,第二选择基金,第三选择基金,第四选择基金
6945,C6946,公司7,494209,1.0,5.0,29.42968716,190.0,0.633975632,1.0,5.0,76.0,28.146875,25.0,0.971922963,10.0,42.0,10.93337146,33.38322442,15.0,33.35191838,8.0,59.292383,15.0,12.88078059,,75.0,36.0,18.98834084,0.0,37.79153464,3.677441073,26.6288361,4.0,1.0,30.0,2.554224887,1.0,3.0,7.0,12.0,88.0,45.0,54.03663614,J0042,J0046,  ,  
9729,C9730,公司15,2271049,10.0,32.0,24.08485174,180.0,0.767499121,1.0,3.0,97.0,28.81860903,43.0,0.583901071,5.0,61.0,16.28887414,1.839865978,86.0,18.90985224,7.0,78.52030698,1.0,10.07470703,,37.0,58.0,2.641037238,0.0,49.39455414,,10.44060663,2.0,1.0,6.0,8.754995301,1.0,8.0,7.0,7.0,14.0,6.0,29.23068822,J0012,  ,  ,  
2796,C2797,公司9,817216,10.0,26.0,3.857957194,47.0,0.134685673,1.0,-999999999.0,80.0,0.835531693,55.0,0.855672527,3.0,62.0,19.05578547,1.466973053,64.0,15.19862359,84.0,76.78536178,-999999999.0,9.088737796,,48.0,52.0,18.2595875,0.0,79.07715709,7.163385642,21.76852835,1.0,1.0,87.0,4.542201162,1.0,10.0,7.0,7.0,91.0,35.0,86.6413898,  ,  ,  ,  
6797,C6798,公司7,494209,12.0,4.0,0.755527413,85.0,0.052232811,1.0,14.0,64.0,6.740802769,62.0,0.259121382,8.0,24.0,17.19405373,17.70650704,9.0,29.0521587,70.0,20.9549929,3.0,17.84977219,33.95092913,45.0,39.0,6.123124548,0.0,78.54244238,17.86221975,72.38385894,3.0,1.0,39.0,6.020979545,1.0,8.0,2.0,4.0,8.0,51.0,74.68473204,  ,  ,  ,  
1398,C1399,公司3,90601,6.0,61.0,12.95908037,1.0,0.839188645,1.0,15.0,22.0,9.383358281,9.0,0.232732387,9.0,30.0,0.977163397,23.79192553,96.0,29.10636608,25.0,22.2100875,9.0,18.31057248,,11.0,48.0,3.459129763,0.0,62.99650167,2.256114478,11.39176131,1.0,1.0,93.0,3.369019769,1.0,9.0,1.0,12.0,39.0,34.0,5.505521813,J0199,  ,  ,  
6615,C6616,公司11,1221025,11.0,4.0,5.92353424,138.0,0.718639128,1.0,6.0,96.0,8.499860952,70.0,0.215627752,6.0,52.0,1.079056823,8.475965096,17.0,6.353510728,85.0,31.87761289,14.0,11.37462952,,26.0,59.0,1.989939095,0.0,60.5850743,4.518444976,38.19264206,1.0,1.0,77.0,13.3521718,1.0,10.0,3.0,3.0,54.0,34.0,18.26667069,  ,  ,  ,  
3358,C3359,公司19,3644281,3.0,6.0,32.16391165,10.0,0.032356334,1.0,13.0,34.0,20.79281776,39.0,0.228488212,4.0,50.0,4.144122794,33.02195479,13.0,7.142759783,58.0,24.48940371,4.0,9.702535843,,67.0,58.0,19.3252499,0.0,57.52492131,1.620644259,30.07739221,1.0,1.0,67.0,11.59500464,1.0,2.0,6.0,12.0,77.0,68.0,50.9005743,  ,  ,  ,  
183,C0184,公司3,90601,5.0,53.0,2.355704118,201.0,0.629126739,1.0,17.0,71.0,29.93217339,26.0,0.558334827,1.0,8.0,4.122113845,21.10161528,64.0,8.824389251,47.0,45.25902296,13.0,18.05095303,,30.0,1.0,10.54992572,0.0,52.05975425,8.995389775,63.45427176,2.0,1.0,71.0,7.858978353,1.0,12.0,6.0,10.0,30.0,46.0,42.59315137,  ,  ,  ,  
7317,C7318,公司8,646416,7.0,25.0,18.36836882,85.0,0.684193117,1.0,8.0,37.0,6.936896441,9.0,0.471931183,3.0,69.0,3.057055458,0.670187253,1.0,14.11805754,93.0,85.46808383,3.0,6.619640905,,25.0,6.0,11.49884877,0.0,2.457633721,9.592540196,59.75320235,2.0,1.0,22.0,3.679077838,1.0,3.0,3.0,12.0,60.0,43.0,1.080102622,  ,  ,  ,  
4462,C4463,公司17,2917264,3.0,14.0,25.03318613,118.0,0.729829597,1.0,13.0,129.0,27.70527912,5.0,0.010993758,,66.0,15.42051556,7.084312929,35.0,27.68227456,37.0,2.552802899,2.0,1.23896562,,13.0,27.0,15.10029319,0.0,67.16513026,15.3519916,10.62847322,5.0,1.0,68.0,2.401879851,1.0,4.0,1.0,2.0,17.0,23.0,35.88722591,  ,  ,  ,  
8700,C8701,公司3,90601,4.0,22.0,26.89536189,78.0,0.995898258,1.0,4.0,165.0,26.74300063,51.0,0.562237986,4.0,54.0,14.98090302,19.97578484,31.0,11.46401197,57.0,14.79806798,12.0,8.777268133,,85.0,35.0,2.123479059,0.0,87.42653349,16.52153276,82.43791047,2.0,1.0,51.0,2.824027376,1.0,1.0,3.0,4.0,83.0,56.0,40.03887648,J0024,  ,  ,  
7707,C7708,公司10,1010025,8.0,31.0,15.31548947,169.0,0.468590041,1.0,18.0,146.0,24.22105972,24.0,0.564485491,5.0,22.0,4.96348,1.092764039,51.0,16.14673828,18.0,58.42899399,11.0,13.62555708,,11.0,9.0,2.474341785,0.0,47.0955913,0.261933617,48.35625995,1.0,1.0,33.0,14.27256752,1.0,3.0,1.0,3.0,71.0,25.0,57.48030413,  ,  ,  ,  
3563,C3564,公司11,1221025,10.0,60.0,25.78708224,43.0,0.84501769,1.0,4.0,78.0,31.8946415,34.0,0.952077442,9.0,4.0,17.6723949,5.051066842,29.0,11.7950855,14.0,21.60777181,10.0,16.34688785,,61.0,23.0,6.981920713,0.0,61.31530809,2.803619991,86.22735421,5.0,1.0,79.0,10.41133993,1.0,5.0,1.0,9.0,31.0,13.0,70.95184696,J0036,J0142,  ,  
9088,C9089,公司12,1454436,11.0,45.0,7.243022679,149.0,0.145271249,1.0,17.0,171.0,3.282684085,29.0,0.741315207,8.0,33.0,17.78029616,0.470517778,1.0,30.61305154,70.0,12.6772342,17.0,14.47506055,,90.0,2.0,16.00247587,0.0,66.03858144,14.22670174,86.38741074,5.0,1.0,31.0,19.55007384,1.0,11.0,1.0,8.0,95.0,45.0,77.06115469,  ,  ,  ,  
11141,C11142,公司18,3272481,2.0,34.0,21.95858035,133.0,0.199283152,1.0,18.0,83.0,20.45484354,40.0,0.541885494,1.0,51.0,12.75955969,9.244087112,41.0,26.56748109,6.0,85.74235945,8.0,16.6253499,,66.0,58.0,9.001490113,0.0,49.2924992,1.628597646,4.747190813,2.0,1.0,85.0,7.668569182,1.0,10.0,3.0,12.0,66.0,83.0,30.45752778,J0125,J0030,  ,  
6513,C6514,公司12,1454436,3.0,64.0,20.53236311,139.0,0.313269998,1.0,6.0,103.0,17.69035954,39.0,0.529382997,6.0,12.0,10.820851,5.13515752,27.0,32.86156097,35.0,51.98830039,17.0,9.440562615,,77.0,12.0,18.45669036,0.0,38.96361783,0.360613906,19.97961675,,1.0,83.0,15.5898164,1.0,12.0,2.0,10.0,65.0,45.0,77.61818886,J0034,  ,  ,  
4567,C4568,公司19,3644281,1.0,20.0,17.25861482,194.0,0.395208044,1.0,5.0,17.0,21.26993832,61.0,0.840033413,,39.0,3.147516955,1.325236612,20.0,32.35653715,79.0,54.43636386,17.0,8.091702163,,3.0,50.0,13.61076567,0.0,72.60423569,18.97391093,6.659264698,4.0,1.0,34.0,10.19017322,1.0,3.0,7.0,11.0,88.0,63.0,48.77821431,  ,  ,  ,  
9195,C9196,公司14,1979649,6.0,12.0,17.49105725,62.0,0.822771038,1.0,3.0,9.0,7.899461258,35.0,0.71797889,1.0,26.0,1.496337802,15.59480289,73.0,16.30482381,80.0,12.28360142,13.0,5.977565407,,20.0,62.0,11.90277427,0.0,76.62087964,17.57502635,26.92945172,5.0,1.0,34.0,4.088863546,1.0,7.0,1.0,11.0,69.0,20.0,54.0118241,  ,  ,  ,  
6603,C6604,公司12,1454436,6.0,16.0,26.27339187,40.0,0.785500593,1.0,9.0,73.0,26.24593312,31.0,0.542184142,9.0,28.0,7.631668774,11.02709316,73.0,32.11729967,81.0,12.41435045,1.0,8.319459488,,4.0,16.0,18.03724906,0.0,43.34584749,9.237428096,45.04717476,3.0,1.0,51.0,14.29163375,1.0,10.0,2.0,3.0,40.0,38.0,61.81048268,  ,  ,  ,  
9720,C9721,公司17,2917264,2.0,59.0,30.14453204,2.0,0.239436556,1.0,2.0,60.0,,46.0,0.513240962,9.0,60.0,0.584453816,9.184439005,17.0,22.16078094,6.0,1.269322793,12.0,9.780789159,,36.0,40.0,0.569947173,0.0,91.48708687,14.81041538,65.10071172,1.0,1.0,6.0,17.18079247,1.0,2.0,6.0,7.0,29.0,46.0,15.08723047,J0079,J0012,  ,  
2656,C2657,公司13,1705636,8.0,41.0,29.27699276,3.0,0.129662136,1.0,8.0,127.0,33.00361311,33.0,0.825625318,4.0,54.0,18.14074692,18.05919229,28.0,18.0993526,50.0,36.82513679,11.0,1.345497012,,28.0,40.0,9.768633282,0.0,22.16039529,8.644275545,69.33931156,2.0,1.0,32.0,3.249210562,1.0,11.0,3.0,7.0,30.0,85.0,73.02242202,J0152,  ,  ,  
9953,C9954,公司6,363609,12.0,42.0,1.609892308,176.0,0.479413349,1.0,10.0,108.0,21.92628373,16.0,0.769350114,2.0,20.0,15.32255064,7.32638418,18.0,24.70488373,50.0,50.60756086,18.0,0.823240565,,67.0,52.0,9.678724978,0.0,44.89578046,1.490586432,89.09139826,5.0,1.0,41.0,15.94970398,1.0,2.0,1.0,3.0,71.0,32.0,41.94441641,  ,  ,  ,  
4305,C4306,公司12,1454436,10.0,37.0,17.55366524,190.0,0.630273693,1.0,5.0,52.0,30.10696173,23.0,0.112273443,5.0,7.0,12.01609659,2.305211417,21.0,0.821342705,21.0,10.01711461,9.0,1.613331171,,92.0,23.0,18.36148535,0.0,14.35800013,19.3276308,46.77517463,4.0,1.0,35.0,0.009301225,1.0,10.0,6.0,10.0,38.0,19.0,79.04812417,J0020,  ,  ,  
1961,C1962,公司8,646416,9.0,49.0,19.39915932,54.0,0.173641733,1.0,12.0,196.0,6.316485293,65.0,0.235327631,3.0,57.0,10.57343564,26.18415767,7.0,24.01767304,1.0,66.93063887,9.0,16.06662396,,77.0,67.0,15.03279113,0.0,14.57830537,14.98451761,15.12911501,4.0,1.0,2.0,6.294515627,1.0,9.0,1.0,8.0,43.0,68.0,16.58036787,  ,  ,  ,  
4992,C4993,公司7,494209,11.0,51.0,23.74210562,14.0,0.360334497,,4.0,32.0,19.03119746,48.0,0.989149418,4.0,48.0,3.199596067,12.35792662,41.0,10.25053395,25.0,26.2725805,7.0,16.08699448,,53.0,15.0,17.01908938,0.0,68.96346467,5.107701675,44.71489873,3.0,1.0,58.0,6.458880922,1.0,3.0,4.0,10.0,59.0,69.0,24.21727749,  ,  ,  ,  
4891,C4892,公司12,1454436,5.0,43.0,32.42084575,45.0,0.836219191,999999999.0,14.0,80.0,8.375929891,40.0,0.034369619,12.0,29.0,7.639987771,4.070214542,87.0,13.06021282,55.0,39.70816121,11.0,8.736559988,,4.0,68.0,5.388227011,0.0,40.42772651,5.959067787,42.04822247,2.0,1.0,28.0,8.056930109,1.0,5.0,6.0,1.0,82.0,48.0,28.10222546,  ,  ,  ,  
6138,C6139,公司7,494209,3.0,31.0,22.65046139,22.0,0.448337075,1.0,1.0,85.0,10.69177607,2.0,0.501693242,1.0,33.0,16.75698481,30.60371114,94.0,17.2796685,55.0,21.02208374,7.0,10.33852763,,-999999999.0,27.0,0.270148349,0.0,55.81883552,15.2509069,63.26158985,3.0,1.0,72.0,19.36805741,1.0,7.0,6.0,10.0,88.0,34.0,10.35529794,J0191,J0041,  ,  
5815,C5816,公司14,1979649,2.0,15.0,16.57262195,198.0,0.716049659,1.0,16.0,181.0,9.176280846,12.0,0.839593661,10.0,36.0,0.571583256,9.118069087,87.0,19.91004954,27.0,76.1886032,1.0,19.66072732,,88.0,24.0,3.953561029,0.0,84.32450092,17.71419051,75.60076475,5.0,1.0,57.0,0.598558111,1.0,12.0,7.0,4.0,78.0,93.0,36.45099621,J0014,J0082,  ,  
5869,C5870,公司9,817216,3.0,7.0,20.85128984,75.0,0.539003758,1.0,10.0,159.0,25.14022016,1.0,0.47035274,6.0,51.0,11.38378146,29.65437858,25.0,29.20837426,31.0,67.20778117,9.0,14.76998271,,60.0,39.0,14.78045078,0.0,65.45258491,13.17498187,89.20577728,5.0,1.0,90.0,2.857426497,1.0,2.0,7.0,1.0,67.0,86.0,5.875010042,J0012,  ,  ,  
8672,C8673,公司20,4040100,1.0,63.0,999999999.0,61.0,0.939577132,1.0,16.0,12.0,10.23467197,59.0,0.752417378,10.0,9.0,1.345883453,5.598729464,61.0,32.82051107,25.0,30.3990214,7.0,10.66852368,,18.0,24.0,19.36286998,0.0,69.39576416,13.67530048,10.20524117,3.0,1.0,26.0,2.768802466,1.0,1.0,7.0,10.0,91.0,58.0,69.40690735,J0188,  ,  ,  
6395,C6396,公司11,1221025,10.0,59.0,9.608595769,180.0,0.730732218,1.0,18.0,,29.52848725,57.0,0.349187269,6.0,25.0,5.893038477,8.285501075,22.0,15.21340722,78.0,52.78779985,17.0,10.94910834,,56.0,43.0,3.939941181,0.0,60.93610427,16.84943691,35.69684518,2.0,1.0,39.0,7.872402077,1.0,3.0,7.0,4.0,51.0,73.0,87.84882103,J0060,J0168,  ,  
11369,C11370,公司10,1010025,12.0,2.0,18.203188,19.0,0.600064957,1.0,3.0,174.0,32.14028657,28.0,0.326247267,3.0,27.0,16.24206699,7.483944722,31.0,4.803234833,7.0,61.75853369,13.0,4.489537307,,90.0,41.0,3.823378424,0.0,76.08693495,15.05883075,90.83798036,3.0,1.0,65.0,4.63675754,1.0,5.0,6.0,12.0,46.0,17.0,43.70790668,  ,  ,  ,  
6226,C6227,公司16,2585664,1.0,57.0,,181.0,0.724843045,1.0,11.0,93.0,16.3114995,59.0,0.4463275,7.0,46.0,2.099328116,31.05517128,42.0,27.67927357,57.0,63.89243355,17.0,3.882228406,,,20.0,0.006595471,0.0,66.98111727,18.97980852,43.49011243,4.0,1.0,46.0,5.304589591,1.0,9.0,6.0,11.0,85.0,19.0,80.90958029,  ,  ,  ,  
9045,C9046,公司17,2917264,11.0,10.0,26.07794706,124.0,0.337768433,1.0,8.0,47.0,31.50505483,40.0,0.720488107,8.0,43.0,0.050193783,17.20338074,96.0,15.67046988,22.0,,15.0,11.11483893,,74.0,62.0,13.56446285,0.0,14.7927456,15.36292877,55.67296733,1.0,1.0,71.0,6.560188179,1.0,12.0,4.0,6.0,29.0,55.0,9.795657434,  ,  ,  ,  
11966,C11967,公司17,2917264,6.0,4.0,20.15603459,158.0,0.357768716,1.0,3.0,175.0,17.00961267,28.0,0.118763628,4.0,36.0,1.55138795,8.005217142,24.0,3.901259128,3.0,89.56496055,4.0,15.24435956,,83.0,8.0,17.05765434,0.0,25.96373286,10.30201692,46.74776621,1.0,1.0,76.0,13.19436465,1.0,1.0,2.0,8.0,30.0,62.0,26.55295564,J0022,J0188,J0105,  
8518,C8519,公司10,1010025,11.0,26.0,32.2690205,76.0,0.550473311,1.0,8.0,139.0,26.65201285,6.0,0.591390257,10.0,49.0,1.367180028,12.90698366,43.0,,82.0,61.78318905,9.0,15.62075645,,29.0,66.0,1.876504772,0.0,27.3053937,15.70211095,54.56395424,5.0,1.0,96.0,12.91398635,1.0,12.0,6.0,12.0,66.0,29.0,60.98679466,J0022,J0043,  ,  
1251,C1252,公司15,2271049,12.0,56.0,11.61901428,125.0,0.727208824,1.0,11.0,172.0,7.231055505,18.0,0.421822307,10.0,7.0,16.62881092,8.713003202,37.0,20.11244754,9.0,19.50998533,18.0,6.327904243,,6.0,5.0,11.46956052,0.0,73.31182287,3.002051753,70.88312445,3.0,1.0,25.0,7.267309937,1.0,2.0,1.0,2.0,43.0,20.0,71.87573763,J0117,  ,  ,  
3176,C3177,公司12,1454436,10.0,30.0,7.421547271,24.0,0.728405051,1.0,3.0,65.0,15.31619897,30.0,0.202546599,3.0,43.0,17.9657491,10.98749469,78.0,13.73495575,36.0,78.62625743,9.0,19.67482795,,48.0,49.0,7.955397593,0.0,87.05467913,16.54176504,,1.0,1.0,67.0,17.90443112,1.0,12.0,7.0,10.0,86.0,60.0,71.97543986,  ,  ,  ,  
5072,C5073,公司8,646416,12.0,29.0,19.42445444,106.0,0.007326287,1.0,7.0,111.0,0.493190863,68.0,0.148748189,3.0,11.0,6.362310559,15.94231999,33.0,19.54413265,57.0,62.09423975,1.0,16.20512398,,67.0,44.0,11.52284532,0.0,84.37910961,10.28638374,83.46469101,1.0,1.0,30.0,7.785016635,1.0,7.0,6.0,12.0,47.0,32.0,74.41083954,  ,  ,  ,  
3359,C3360,公司11,1221025,3.0,10.0,29.03409177,67.0,0.801449653,1.0,14.0,204.0,1.890652253,38.0,0.885477176,11.0,3.0,2.901131704,12.85512468,91.0,5.177063956,60.0,57.98959973,13.0,14.24080682,,19.0,58.0,10.51461795,0.0,21.02979847,14.70874212,77.10119426,4.0,1.0,48.0,3.94296803,1.0,7.0,3.0,5.0,45.0,74.0,14.25313109,  ,  ,  ,  
7250,C7251,公司7,494209,7.0,44.0,31.56497533,105.0,0.365588985,1.0,17.0,30.0,19.31713778,4.0,0.664949186,11.0,2.0,7.222597974,6.871055239,86.0,31.04621005,73.0,6.416366361,6.0,5.818892217,,37.0,60.0,5.974509072,0.0,83.16704703,4.210646686,11.13161513,2.0,1.0,38.0,17.13222685,1.0,9.0,7.0,7.0,78.0,45.0,87.03947972,  ,  ,  ,  
7926,C7927,公司8,646416,10.0,31.0,27.09477614,193.0,0.878383787,1.0,18.0,7.0,29.35304982,19.0,0.018184763,6.0,69.0,4.408884561,32.25009309,53.0,29.92400301,33.0,20.72535342,2.0,7.490381532,,34.0,21.0,8.337202831,0.0,43.6639637,11.46100044,39.90398022,5.0,1.0,20.0,12.4636501,1.0,6.0,6.0,6.0,55.0,31.0,65.81276175,  ,  ,  ,  
9307,C9308,公司15,2271049,7.0,1.0,15.8394833,159.0,,1.0,2.0,70.0,28.09295261,67.0,0.368034462,8.0,66.0,10.56936761,14.55862783,93.0,2.53357785,58.0,81.096079,2.0,1.31246326,,67.0,68.0,13.65316396,0.0,44.05401111,7.441636342,67.54573799,4.0,1.0,81.0,15.51179009,1.0,11.0,2.0,7.0,31.0,44.0,11.83625178,  ,  ,  ,  
10217,C10218,公司6,363609,5.0,16.0,4.399374823,162.0,0.986929335,1.0,9.0,176.0,17.55972659,66.0,0.580312787,7.0,13.0,11.24930991,15.4749778,93.0,6.827527233,30.0,36.08491316,4.0,19.08447674,,53.0,20.0,8.577509684,0.0,55.06606328,6.755181208,90.03589736,4.0,1.0,36.0,12.13162022,1.0,4.0,3.0,3.0,53.0,85.0,28.36069121,  ,  ,  ,  
10780,C10781,公司18,3272481,11.0,48.0,10.84519427,194.0,0.351067154,1.0,13.0,3.0,18.90883323,19.0,0.17012823,9.0,31.0,2.520766534,6.965551121,8.0,18.45851432,66.0,68.94948858,4.0,19.30095664,,60.0,14.0,4.442956639,0.0,67.61117812,12.60926141,56.24420989,2.0,1.0,67.0,19.30507006,1.0,3.0,7.0,9.0,2.0,95.0,36.23744445,  ,  ,  ,  
3289,C3290,公司15,2271049,7.0,37.0,19.08185514,49.0,0.320770449,1.0,16.0,114.0,,53.0,0.061881032,8.0,62.0,3.210600608,2.982400926,7.0,33.25375124,80.0,22.58026972,10.0,6.493675352,,82.0,56.0,6.045482002,0.0,29.84257065,18.19154693,3.002000224,,1.0,66.0,3.043731874,1.0,8.0,3.0,10.0,87.0,75.0,55.30510362,  ,  ,  ,  
10822,C10823,公司8,646416,6.0,9.0,10.4424948,,0.959912756,1.0,18.0,80.0,25.91863567,57.0,0.792353445,11.0,63.0,11.94060158,12.87638344,,11.37454,11.0,89.87927933,8.0,2.706287867,,13.0,54.0,6.50164666,0.0,45.62037487,17.79049237,73.67244816,5.0,1.0,72.0,19.78938188,1.0,10.0,7.0,4.0,12.0,60.0,89.05346949,J0013,J0143,  ,  
10475,C10476,公司15,2271049,11.0,41.0,33.19123156,94.0,0.056502951,1.0,18.0,79.0,29.61217356,55.0,0.460364997,6.0,56.0,15.41617746,-999999999.0,38.0,11.92761674,4.0,61.01483961,16.0,6.133240573,,51.0,34.0,17.37606231,0.0,44.56846593,12.39280681,64.55727869,2.0,1.0,67.0,16.32094215,1.0,12.0,7.0,4.0,27.0,82.0,71.5304161,J0098,J0164,  ,  
3190,C3191,公司19,3644281,1.0,62.0,11.83420916,175.0,0.176985229,1.0,2.0,147.0,0.131401757,19.0,0.097073242,6.0,54.0,12.45406964,29.42267621,18.0,4.72390402,9.0,66.25109119,13.0,6.388733398,,67.0,63.0,17.97741824,0.0,25.98157974,10.40964818,25.84663933,2.0,1.0,3.0,4.305921449,1.0,3.0,6.0,11.0,28.0,92.0,48.82107043,J0123,J0052,  ,  
11548,C11549,公司9,817216,6.0,67.0,8.175399677,48.0,0.476987474,1.0,8.0,148.0,6.890985745,62.0,0.39351477,11.0,2.0,3.802207615,21.36914576,30.0,9.47886811,42.0,21.68800973,17.0,7.875594587,,90.0,55.0,15.7378046,0.0,10.235652,10.26625418,58.33916609,3.0,1.0,31.0,10.07805545,1.0,4.0,2.0,1.0,72.0,11.0,23.90192934,  ,  ,  ,  
9022,C9023,公司7,494209,3.0,30.0,3.921944717,159.0,0.718832624,1.0,17.0,53.0,32.00293604,9.0,0.333947773,7.0,18.0,13.4172228,0.115251916,69.0,2.959076338,38.0,91.27262964,10.0,18.80045881,,31.0,30.0,7.725248319,0.0,46.28059839,8.965168266,1.672258386,4.0,1.0,53.0,17.92927409,1.0,10.0,5.0,10.0,54.0,44.0,65.09315553,  ,  ,  ,  
1051,C1052,公司14,1979649,2.0,28.0,18.73981606,152.0,0.353156888,1.0,10.0,133.0,31.64479076,34.0,0.607240968,7.0,45.0,12.55875167,11.07824679,31.0,19.97004601,60.0,57.38288439,10.0,1.80301509,,62.0,5.0,15.69740575,0.0,22.22983908,7.853732854,86.70277411,4.0,1.0,31.0,0.362200916,,12.0,2.0,12.0,60.0,86.0,60.00031468,J0020,  ,  ,  
4069,C4070,公司18,3272481,3.0,68.0,28.70158522,72.0,0.423833587,1.0,4.0,43.0,28.60467999,71.0,0.447533154,5.0,56.0,4.759411792,31.31231223,22.0,28.53559096,2.0,63.58036396,1.0,17.08571595,,43.0,71.0,5.022600851,0.0,27.27833567,8.663570233,79.2255691,2.0,1.0,70.0,8.080349063,1.0,3.0,4.0,7.0,86.0,59.0,90.80146134,  ,  ,  ,  
8759,C8760,公司14,1979649,10.0,6.0,2.421645978,97.0,0.897222681,1.0,14.0,172.0,15.23572014,25.0,0.443327722,10.0,53.0,9.643299095,0.689769374,78.0,4.504507981,72.0,8.206670104,13.0,19.37459324,,1.0,28.0,1.239931671,0.0,42.48258679,2.476624333,53.77865707,2.0,1.0,28.0,2.553033842,1.0,7.0,2.0,5.0,59.0,18.0,49.25231825,J0051,J0008,J0136,J0192
3218,C3219,公司7,494209,3.0,9.0,6.442310821,131.0,0.66711826,1.0,2.0,140.0,,18.0,0.781186274,11.0,26.0,0.646775846,6.587356381,14.0,24.92082477,87.0,87.59148383,,18.4856176,,28.0,62.0,12.78274356,0.0,91.25252644,12.55055098,46.49686169,1.0,1.0,61.0,9.032655663,1.0,2.0,2.0,8.0,83.0,77.0,62.56564496,J0174,J0150,J0016,J0126
8040,C8041,公司2,40401,8.0,13.0,2.405362583,192.0,0.714309503,1.0,11.0,89.0,10.71881238,64.0,0.184387469,6.0,38.0,7.419572354,30.12501997,2.0,3.486672115,8.0,60.60177572,14.0,7.543158304,,61.0,48.0,13.96181463,0.0,0.542084383,0.782320566,52.1814176,5.0,1.0,86.0,5.085060554,1.0,1.0,6.0,6.0,64.0,24.0,28.38632112,  ,  ,  ,  
272,C0273,公司2,40401,12.0,24.0,23.85206885,187.0,0.735247021,1.0,10.0,178.0,9.28016666,,0.005539558,1.0,10.0,13.6140088,7.518306963,12.0,3.460730685,28.0,19.93641654,8.0,15.9669496,,21.0,6.0,15.20449431,0.0,7.542319102,11.95079484,47.49599621,3.0,1.0,70.0,5.268401475,1.0,10.0,3.0,6.0,93.0,4.0,26.29350802,  ,  ,  ,  
2042,C2043,公司16,2585664,1.0,50.0,19.97229693,135.0,0.049921367,1.0,6.0,183.0,10.53690497,19.0,0.719627599,5.0,48.0,7.153081478,18.670589,50.0,24.96256528,37.0,6.295725665,17.0,7.830563193,,92.0,4.0,18.86280729,0.0,38.51998078,1.511268832,16.96135532,1.0,1.0,28.0,15.61870278,1.0,9.0,2.0,11.0,54.0,34.0,67.08145196,  ,  ,  ,  
4763,C4764,公司7,494209,5.0,63.0,29.61982224,81.0,0.166117857,1.0,14.0,129.0,27.47502641,46.0,0.42800896,4.0,54.0,14.15889775,0.567482366,87.0,5.935552207,10.0,9.029600296,2.0,2.437788109,,36.0,64.0,14.74042742,0.0,45.9662769,9.232993924,77.75555053,5.0,1.0,77.0,14.72460946,1.0,2.0,7.0,2.0,13.0,,55.93132355,  ,  ,  ,  
7200,C7201,公司15,2271049,2.0,10.0,1.916920131,24.0,0.75971731,1.0,2.0,36.0,19.0719938,28.0,0.225921493,3.0,31.0,17.51322689,21.23418163,46.0,9.096071484,63.0,57.79555654,7.0,18.62124976,,91.0,37.0,18.22780113,0.0,48.05174706,3.960995701,64.35048516,2.0,1.0,91.0,10.19700352,1.0,11.0,4.0,8.0,71.0,71.0,80.90528141,  ,  ,  ,  
7542,C7543,公司13,1705636,9.0,45.0,23.32562045,143.0,0.345383259,1.0,17.0,124.0,27.19550633,50.0,0.086711688,3.0,9.0,14.37325716,0.168701666,93.0,16.06906434,3.0,2.392064341,16.0,,,75.0,3.0,0.902486791,0.0,9.98549296,15.81841138,82.20764353,5.0,1.0,70.0,7.93978111,1.0,4.0,1.0,7.0,34.0,40.0,2.625346058,  ,  ,  ,  
7665,C7666,公司6,363609,4.0,41.0,31.0695044,204.0,0.051108799,1.0,12.0,100.0,28.19762855,8.0,0.932074452,11.0,33.0,19.91529563,10.89189714,49.0,0.559470179,1.0,91.49456784,14.0,11.77859286,,43.0,58.0,7.59378409,0.0,64.55095837,14.67104174,17.46632072,4.0,1.0,55.0,13.92227731,1.0,1.0,7.0,11.0,53.0,24.0,73.93839535,  ,  ,  ,  
1086,C1087,公司20,4040100,5.0,28.0,4.997230768,43.0,0.387073332,1.0,18.0,146.0,9.884937043,52.0,0.734164379,2.0,28.0,3.76871066,13.65474363,53.0,33.4648602,43.0,31.70473663,11.0,5.420667292,,25.0,63.0,2.99250036,0.0,38.23410595,5.908507311,60.43725839,3.0,1.0,40.0,12.0710998,1.0,2.0,2.0,2.0,45.0,44.0,67.03951946,  ,  ,  ,  
1473,C1474,公司1,10000,11.0,69.0,0.77423513,77.0,0.23370056,1.0,9.0,117.0,24.44076656,15.0,0.833612842,12.0,44.0,11.66464171,14.3574893,77.0,10.60522789,18.0,8.397427509,1.0,2.188960008,,69.0,27.0,9.452840162,0.0,10.9972106,6.228027701,72.83530638,1.0,1.0,16.0,4.571447848,1.0,4.0,3.0,6.0,94.0,7.0,6.653675258,J0017,J0200,  ,  
11311,C11312,公司19,3644281,10.0,17.0,28.31028157,135.0,0.366531904,1.0,18.0,999999999.0,32.56296891,6.0,0.810649434,2.0,21.0,18.26556118,33.77244236,5.0,4.98836677,67.0,82.90991989,8.0,8.524625218,,82.0,12.0,18.78956968,0.0,57.17238392,8.048229588,62.40408212,1.0,1.0,47.0,2.131164936,1.0,1.0,4.0,2.0,25.0,34.0,23.62849323,  ,  ,  ,  
