,客户编号,客户公司名称,客户公司编号,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,第一选择基金,第二选择基金,第三选择基金,第四选择基金
5709,C5710,公司18,3272481,3.0,49.0,2.2458791,107.0,0.947608931,1.0,2.0,50.0,17.6635008,46.0,0.88548555,9.0,50.0,4.797969865,7.310824218,64.0,22.87142641,1.0,6.449163726,8.0,16.76126174,,89.0,7.0,13.60365779,0.0,14.84914755,11.64993057,32.25950419,4.0,1.0,61.0,14.0682007,1.0,7.0,6.0,5.0,24.0,66.0,41.24753033,  ,  ,  ,  
5268,C5269,公司20,4040100,11.0,56.0,24.30494826,42.0,0.350589798,1.0,16.0,25.0,6.891915801,14.0,0.114819418,10.0,15.0,5.536569771,13.28357969,25.0,23.82037951,87.0,70.43990103,14.0,2.579134273,,38.0,47.0,2.10910343,0.0,8.27908936,13.49032616,82.06994497,2.0,1.0,28.0,18.88310197,1.0,9.0,3.0,8.0,13.0,13.0,77.70636228,J0161,  ,  ,  
10991,C10992,公司18,3272481,12.0,4.0,2.660574729,41.0,0.719188256,1.0,6.0,82.0,13.84180274,62.0,0.111776108,5.0,39.0,0.963356081,14.14253142,40.0,1.935950653,38.0,4.421387116,3.0,13.24505388,,67.0,22.0,14.69538422,0.0,76.49116494,5.349351156,69.33222121,4.0,1.0,72.0,8.629814365,1.0,12.0,2.0,3.0,1.0,26.0,1.535687064,  ,  ,  ,  
6045,C6046,公司15,2271049,9.0,41.0,1.926513325,183.0,0.880577555,1.0,10.0,15.0,30.39433171,57.0,0.078548974,8.0,22.0,3.450160309,19.97581822,72.0,15.19961757,7.0,88.19867122,16.0,16.3166413,,26.0,52.0,10.75615556,0.0,16.22574606,15.43189448,60.49229819,4.0,1.0,33.0,17.94686418,1.0,3.0,3.0,5.0,71.0,85.0,23.46291397,  ,  ,  ,  
3352,C3353,公司18,3272481,2.0,26.0,8.320745511,9.0,0.181120885,,4.0,43.0,14.34635493,58.0,0.490748523,4.0,70.0,10.87671213,16.43132609,52.0,26.85345106,93.0,,10.0,12.65955106,,1.0,48.0,2.672170697,0.0,9.852642527,5.325232266,89.58816366,3.0,1.0,3.0,2.341068861,1.0,9.0,2.0,4.0,71.0,8.0,91.66185817,  ,  ,  ,  
9995,C9996,公司13,1705636,12.0,52.0,15.71970121,135.0,0.161258052,1.0,10.0,170.0,28.85688668,49.0,0.461362816,10.0,59.0,2.410098063,3.374410121,40.0,18.01503768,62.0,75.25748986,4.0,0.045797399,,21.0,52.0,11.26397192,0.0,8.734980287,15.94414978,27.78238551,3.0,1.0,79.0,12.69147265,1.0,1.0,-999999999.0,12.0,30.0,65.0,7.889116863,  ,  ,  ,  
6306,C6307,公司9,817216,1.0,40.0,33.52851396,50.0,0.644896017,1.0,10.0,146.0,12.61257069,15.0,0.084095453,3.0,67.0,12.56624348,2.934197728,65.0,5.899418114,90.0,,4.0,17.94309193,,16.0,68.0,7.711674891,0.0,37.05293802,14.14376562,89.37229551,1.0,1.0,85.0,8.85748449,1.0,7.0,1.0,5.0,,30.0,84.31401174,  ,  ,  ,  
8223,C8224,公司2,40401,6.0,49.0,3.750248576,189.0,0.766952806,1.0,17.0,99.0,29.56268013,18.0,0.52572574,9.0,63.0,15.35191592,23.47766386,43.0,13.67434392,76.0,12.19861668,4.0,17.73593393,,1.0,9.0,16.55185937,0.0,77.48651372,1.751460594,71.15313128,1.0,1.0,56.0,18.52182832,1.0,3.0,7.0,9.0,5.0,60.0,65.7846529,J0112,  ,  ,  
8511,C8512,公司16,2585664,4.0,27.0,22.77123561,11.0,0.626084199,1.0,6.0,149.0,14.96065695,42.0,0.754851414,12.0,26.0,5.132294984,26.51947376,10.0,0.422548068,60.0,42.31008582,15.0,13.03572384,,57.0,52.0,0.80969353,0.0,,13.20808038,9.269589128,2.0,1.0,18.0,14.51917181,1.0,6.0,6.0,10.0,74.0,93.0,35.61984462,  ,  ,  ,  
291,C0292,公司20,4040100,8.0,1.0,23.04269131,116.0,0.977299755,1.0,3.0,3.0,4.596354091,31.0,0.779761978,2.0,49.0,2.056930447,13.72973056,34.0,20.26805603,26.0,26.29338421,6.0,2.68872707,,7.0,54.0,9.536836815,0.0,87.43602677,3.275619098,59.6362635,1.0,1.0,21.0,14.1235341,1.0,4.0,2.0,3.0,39.0,10.0,2.450726414,J0103,  ,  ,  
8163,C8164,公司11,1221025,3.0,54.0,-999999999.0,77.0,0.081577201,1.0,6.0,45.0,14.82198361,52.0,0.871299517,5.0,28.0,7.968050021,20.85372335,16.0,5.899089239,50.0,85.40131567,18.0,8.765583756,,35.0,70.0,3.285282641,0.0,21.69934252,9.185621998,67.52011386,2.0,1.0,45.0,10.08285802,1.0,5.0,5.0,4.0,67.0,31.0,30.35785472,  ,  ,  ,  
9240,C9241,公司14,1979649,8.0,20.0,1.565004647,135.0,0.094271031,1.0,11.0,62.0,2.776176208,41.0,0.775846665,,58.0,17.82916534,15.1809428,88.0,0.536759774,36.0,66.97115364,11.0,7.481026564,,82.0,51.0,0.727970248,0.0,74.64779888,9.052009014,80.46643477,4.0,1.0,84.0,16.50528265,1.0,12.0,3.0,6.0,55.0,96.0,13.90075082,  ,  ,  ,  
10648,C10649,公司5,252004,9.0,59.0,18.07777373,95.0,0.12785103,1.0,8.0,182.0,28.78485478,18.0,0.878433504,11.0,15.0,3.28051226,10.28013639,21.0,10.18499807,30.0,59.15064535,6.0,15.89101442,,70.0,36.0,0.210853546,0.0,19.98424845,1.902552085,55.83497552,2.0,1.0,39.0,6.525896664,1.0,11.0,5.0,9.0,15.0,31.0,10.78968248,J0049,J0075,J0113,J0193
5146,C5147,公司12,1454436,10.0,68.0,6.555716072,98.0,0.177842511,1.0,15.0,142.0,19.04323565,34.0,0.09252124,3.0,65.0,14.08563672,31.92373421,62.0,7.940864111,46.0,89.18182594,16.0,18.42137509,,88.0,66.0,14.07988819,0.0,25.20743245,2.906706002,18.38621536,2.0,1.0,60.0,7.215898685,1.0,11.0,1.0,10.0,24.0,67.0,52.03399247,J0079,J0026,  ,  
2609,C2610,公司4,161604,12.0,6.0,13.18124749,140.0,0.709367775,1.0,9.0,11.0,30.44924562,64.0,0.106230665,5.0,15.0,17.34504794,14.36288018,52.0,12.79484183,83.0,60.66959812,2.0,11.53687048,,18.0,37.0,2.001203214,0.0,17.61079829,2.286739077,16.46317641,5.0,1.0,81.0,19.18546834,1.0,2.0,5.0,7.0,66.0,77.0,75.82248212,  ,  ,  ,  
3724,C3725,公司18,3272481,5.0,59.0,18.60539291,36.0,0.672726067,1.0,7.0,24.0,15.33987616,41.0,0.926175324,8.0,2.0,10.21739466,27.75951835,84.0,7.150900466,4.0,64.9036654,18.0,2.546555453,,15.0,6.0,0.91465258,,52.46450065,14.40674566,68.17612298,2.0,1.0,89.0,9.283748099,1.0,8.0,3.0,10.0,57.0,31.0,8.532833556,J0171,  ,  ,  
8276,C8277,公司3,90601,10.0,46.0,8.928826372,98.0,0.26574665,1.0,3.0,66.0,4.77133749,9.0,0.856211348,1.0,8.0,4.035904385,0.595851875,95.0,13.85331319,29.0,50.08220064,2.0,18.82129657,,65.0,52.0,10.75040577,0.0,21.74354075,17.24306523,65.34378975,3.0,1.0,17.0,2.901138152,1.0,10.0,4.0,4.0,79.0,31.0,74.45009478,  ,  ,  ,  
7675,C7676,公司18,3272481,4.0,55.0,24.4467731,80.0,0.977744016,1.0,13.0,204.0,27.78000759,39.0,0.099093748,5.0,21.0,19.8138495,18.80624209,77.0,9.85167081,42.0,15.51941462,3.0,7.609206251,,76.0,34.0,18.41264721,0.0,3.208506236,6.485810897,16.67477824,1.0,1.0,59.0,2.018034497,1.0,11.0,3.0,7.0,42.0,34.0,50.39751748,  ,  ,  ,  
8449,C8450,公司10,1010025,2.0,15.0,10.54090766,122.0,0.941245833,1.0,3.0,127.0,9.270080793,34.0,0.052501093,4.0,61.0,1.309321476,11.75733703,83.0,13.36582012,12.0,52.55765185,12.0,17.21839058,,66.0,20.0,17.05064478,0.0,43.04965161,16.13660471,60.91400127,1.0,1.0,33.0,12.34027673,1.0,9.0,3.0,10.0,47.0,76.0,70.87741016,  ,  ,  ,  
3790,C3791,公司18,3272481,7.0,53.0,33.79983071,107.0,0.654891611,1.0,10.0,137.0,26.91923681,19.0,0.193904985,5.0,11.0,11.37937337,1.061182569,35.0,5.954125081,66.0,3.25956776,3.0,4.502326632,,59.0,15.0,0.478280727,0.0,67.47796402,12.04882851,46.92960687,2.0,1.0,30.0,13.1105774,1.0,7.0,2.0,3.0,60.0,59.0,10.67823037,J0078,  ,  ,  
3647,C3648,公司11,1221025,1.0,27.0,0.673699003,196.0,0.238486841,1.0,8.0,103.0,20.43914006,17.0,0.033289944,3.0,9.0,14.7422234,3.895291961,67.0,2.898942769,71.0,16.87113402,2.0,17.52771794,,32.0,26.0,17.22743768,0.0,34.94946953,14.93537676,43.08479877,3.0,1.0,76.0,16.3172279,1.0,3.0,3.0,5.0,41.0,29.0,81.59515871,  ,  ,  ,  
5769,C5770,公司19,3644281,7.0,29.0,27.8512672,79.0,0.595854796,1.0,17.0,59.0,20.54880291,46.0,0.252433659,5.0,,14.76570584,33.64320105,58.0,23.64931149,38.0,42.79779674,10.0,3.348915765,,27.0,14.0,14.36894758,0.0,75.18156519,0.508038585,66.55171518,4.0,1.0,74.0,0.126393698,1.0,3.0,6.0,8.0,54.0,7.0,88.29769585,  ,  ,  ,  
3745,C3746,公司5,252004,4.0,35.0,15.55808293,172.0,0.101228825,1.0,15.0,61.0,0.618152923,69.0,0.778925777,4.0,65.0,19.86877982,19.56019231,95.0,27.11833396,28.0,73.34864609,9.0,16.05719878,,51.0,43.0,1.841489216,0.0,63.45477732,5.629148231,32.47292182,1.0,1.0,45.0,8.688565994,1.0,2.0,5.0,7.0,54.0,39.0,62.99999807,  ,  ,  ,  
2239,C2240,公司16,2585664,9.0,7.0,20.73877459,159.0,0.985390373,1.0,6.0,178.0,3.625656783,62.0,0.713882356,6.0,68.0,19.35516707,7.627965048,96.0,9.649419353,60.0,54.26983752,5.0,8.380142435,,95.0,41.0,19.91180099,0.0,79.56770897,1.585686195,14.00941458,1.0,1.0,4.0,11.86077787,1.0,7.0,2.0,1.0,79.0,96.0,30.52432548,  ,  ,  ,  
2516,C2517,公司18,3272481,1.0,50.0,13.02431648,204.0,0.3541572,1.0,11.0,118.0,30.87515633,63.0,0.324757833,7.0,1.0,7.712166174,1.537492327,58.0,33.65627823,79.0,70.53748753,12.0,1.292436862,,91.0,66.0,12.87805521,0.0,69.01761596,10.1442264,33.56301715,5.0,1.0,90.0,12.25613332,1.0,1.0,4.0,3.0,65.0,24.0,41.56163846,  ,  ,  ,  
6896,C6897,公司10,1010025,1.0,35.0,17.41548569,58.0,0.279631061,1.0,14.0,49.0,14.21835183,6.0,0.622947111,5.0,42.0,11.04846274,3.644750407,37.0,16.64791495,3.0,86.06565294,7.0,9.086374038,,25.0,65.0,7.629038033,0.0,0.858865116,4.0541079,84.10010229,2.0,1.0,10.0,16.44877857,1.0,5.0,3.0,7.0,29.0,80.0,27.61168862,  ,  ,  ,  
11909,C11910,公司12,1454436,4.0,44.0,11.38982858,5.0,0.877754277,1.0,11.0,65.0,18.98730825,67.0,0.77097716,7.0,16.0,11.96493576,20.84219982,64.0,8.383556499,76.0,54.12256527,16.0,14.91040604,,14.0,63.0,0.394004986,0.0,25.95946528,9.187676323,0.535802775,4.0,1.0,84.0,5.971325571,1.0,7.0,6.0,9.0,10.0,,21.8958688,  ,  ,  ,  
9764,C9765,公司3,90601,8.0,15.0,13.04447761,109.0,0.448556085,1.0,13.0,36.0,10.01760621,1.0,0.363659611,9.0,19.0,1.367850966,23.16775213,17.0,19.36309828,32.0,11.33807353,9.0,7.707376786,,60.0,20.0,4.303239314,0.0,52.06060905,17.3378692,7.305818928,3.0,1.0,61.0,7.147409942,1.0,10.0,5.0,4.0,24.0,91.0,0.763535243,J0030,  ,  ,  
6954,C6955,公司8,646416,5.0,35.0,7.199138539,199.0,0.449248329,1.0,5.0,27.0,31.25787816,30.0,0.2271271,6.0,25.0,8.400264352,5.65283102,10.0,32.58003227,71.0,60.03028675,10.0,3.690126567,,50.0,55.0,16.14846702,0.0,30.09423061,16.19472274,82.13102446,1.0,1.0,40.0,19.52695512,1.0,4.0,2.0,6.0,64.0,22.0,10.13792517,  ,  ,  ,  
1713,C1714,公司17,2917264,4.0,49.0,3.738486261,196.0,0.64078875,1.0,5.0,18.0,18.63551063,18.0,0.791390953,6.0,20.0,10.6761037,17.50761203,77.0,11.59117443,91.0,42.47120834,6.0,6.980735266,,13.0,40.0,7.845212091,0.0,54.94287474,7.927373215,1.372322123,3.0,1.0,70.0,2.317736655,1.0,10.0,6.0,12.0,73.0,6.0,12.95476671,  ,  ,  ,  
4706,C4707,公司12,1454436,11.0,18.0,9.476542328,150.0,0.55635149,1.0,7.0,196.0,4.829892589,42.0,0.239216092,10.0,54.0,7.064095741,12.24307425,71.0,29.17713275,26.0,77.96153492,6.0,13.48403379,13.89471985,58.0,4.0,8.891306989,0.0,53.61453841,16.71285946,60.39865801,4.0,1.0,36.0,0.051877107,1.0,11.0,1.0,8.0,,37.0,80.25674389,  ,  ,  ,  
578,C0579,公司2,40401,1.0,45.0,18.60465121,136.0,0.477996021,1.0,15.0,103.0,16.86736707,27.0,0.659217149,2.0,55.0,16.35506948,13.72723416,55.0,7.956507049,6.0,18.78125847,14.0,14.95246968,,26.0,9.0,1.241036875,0.0,12.6636159,18.70368471,79.94297777,2.0,1.0,26.0,,1.0,10.0,7.0,12.0,20.0,88.0,62.97601944,  ,  ,  ,  
10185,C10186,公司17,2917264,9.0,13.0,31.66621087,15.0,0.105865701,1.0,8.0,137.0,6.466825738,28.0,0.97525925,10.0,11.0,9.628740705,2.654337147,4.0,7.535716405,20.0,54.067907,2.0,15.57205091,,87.0,64.0,6.087751244,0.0,7.663221943,3.132411536,31.60105243,2.0,,59.0,3.329518873,1.0,8.0,3.0,8.0,78.0,34.0,59.23083811,J0089,J0085,  ,  
1511,C1512,公司18,3272481,6.0,58.0,21.38720553,50.0,0.740612049,1.0,13.0,24.0,22.09416459,30.0,0.249043283,1.0,51.0,15.07579637,29.09646771,42.0,27.36489594,63.0,15.56277288,10.0,8.794664505,,68.0,11.0,12.5556497,0.0,68.66689589,6.684711224,74.59240532,5.0,1.0,47.0,1.241125874,1.0,7.0,5.0,1.0,89.0,90.0,10.3994028,J0112,  ,  ,  
6137,C6138,公司15,2271049,5.0,66.0,3.5246641,69.0,0.427237925,1.0,11.0,22.0,5.45893558,59.0,0.445366217,12.0,33.0,4.579482214,11.61632588,32.0,12.56897885,61.0,,16.0,15.30327683,,63.0,52.0,19.35491861,0.0,37.53928987,9.96090974,35.03777252,1.0,1.0,22.0,3.090340245,1.0,6.0,2.0,1.0,30.0,53.0,9.658116477,  ,  ,  ,  
11406,C11407,公司2,40401,6.0,6.0,17.20998851,204.0,0.183937546,1.0,17.0,176.0,18.17346697,36.0,0.03778539,5.0,42.0,17.89198599,19.65376784,18.0,29.4335926,82.0,72.06406301,17.0,16.62877067,,85.0,14.0,9.349821254,0.0,20.54508231,3.134912697,73.59873722,4.0,1.0,51.0,10.76084256,1.0,6.0,3.0,4.0,71.0,92.0,83.45170102,  ,  ,  ,  
6159,C6160,公司14,1979649,3.0,36.0,1.759664335,26.0,0.559075597,1.0,17.0,169.0,12.55700612,47.0,0.847954109,1.0,14.0,2.219452688,10.90943042,28.0,0.084153941,7.0,62.4718505,14.0,3.826928087,,30.0,5.0,12.57009048,0.0,47.36013498,11.11329393,75.10956257,5.0,1.0,88.0,14.59401745,1.0,12.0,3.0,6.0,23.0,18.0,72.62971748,  ,  ,  ,  
2232,C2233,公司19,3644281,8.0,47.0,28.64944569,159.0,0.511880115,1.0,4.0,122.0,33.81283349,12.0,0.007978954,9.0,1.0,19.80554194,15.79303795,67.0,12.86532929,37.0,5.337572299,8.0,10.53733611,9.080098404,16.0,65.0,10.85476923,0.0,52.6930016,12.52084777,68.91519405,4.0,1.0,21.0,7.850868896,1.0,12.0,5.0,4.0,71.0,33.0,67.75565769,  ,  ,  ,  
5651,C5652,公司5,252004,6.0,10.0,24.05340077,187.0,0.094224057,1.0,2.0,170.0,19.6958826,7.0,0.381462274,2.0,25.0,8.57511214,33.70296746,42.0,12.3749615,72.0,27.42411873,13.0,18.44223259,,73.0,13.0,4.616383952,0.0,7.423520109,11.50848802,35.03361476,4.0,1.0,75.0,10.73428693,1.0,3.0,6.0,1.0,46.0,51.0,32.5191102,  ,  ,  ,  
9531,C9532,公司14,1979649,6.0,33.0,30.63637661,109.0,0.378955334,1.0,3.0,204.0,5.791751933,35.0,,10.0,29.0,13.39730108,17.41427801,1.0,28.66125818,65.0,8.887367713,7.0,19.31487866,,95.0,59.0,0.998309495,0.0,25.308187,15.93470241,42.47936919,4.0,1.0,94.0,7.706422318,1.0,1.0,5.0,6.0,76.0,26.0,63.16997415,J0089,  ,  ,  
3751,C3752,公司15,2271049,12.0,34.0,31.31395057,188.0,0.58174967,999999999.0,8.0,75.0,29.15032051,54.0,0.825565875,8.0,57.0,6.643941812,10.24291261,68.0,28.21281381,69.0,33.96747016,9.0,5.112419224,,27.0,29.0,0.985199351,0.0,12.79213431,18.73025235,20.69015889,2.0,1.0,46.0,14.81427625,1.0,4.0,4.0,7.0,52.0,92.0,75.45799471,  ,  ,  ,  
9821,C9822,公司12,1454436,4.0,32.0,4.687668556,46.0,0.678425006,1.0,9.0,55.0,17.89662554,6.0,0.901491906,3.0,39.0,2.091154591,16.70457351,57.0,6.092617311,86.0,81.34743688,1.0,7.925673293,,45.0,42.0,19.88780991,0.0,6.633663788,13.3396397,74.86620686,1.0,1.0,31.0,9.185941411,1.0,12.0,6.0,1.0,73.0,87.0,31.80903785,  ,  ,  ,  
10683,C10684,公司7,494209,12.0,63.0,24.51607555,144.0,0.091219882,1.0,15.0,81.0,22.07851821,24.0,0.924817205,12.0,12.0,1.816456083,19.59318354,43.0,18.56480141,37.0,72.46359933,17.0,14.65773284,,88.0,64.0,12.24760964,0.0,68.67427335,13.84667743,37.04508992,4.0,1.0,,19.91185939,,10.0,5.0,12.0,26.0,89.0,29.63275604,J0115,  ,  ,  
4454,C4455,公司20,4040100,,69.0,12.72514921,120.0,0.492061874,1.0,5.0,7.0,6.786887217,51.0,0.541185421,5.0,44.0,16.57844942,21.47119191,7.0,22.3852528,95.0,30.58113742,18.0,7.530751132,,85.0,14.0,11.94654935,0.0,75.72990985,10.57422509,38.35244895,5.0,1.0,33.0,14.39435048,,12.0,3.0,2.0,15.0,10.0,51.84877167,  ,  ,  ,  
6418,C6419,公司16,2585664,11.0,65.0,10.91536181,7.0,0.219236205,1.0,9.0,3.0,7.023257165,19.0,0.088200648,6.0,25.0,15.58518976,18.36619527,8.0,16.0855429,55.0,62.02645339,6.0,16.14282808,,49.0,36.0,19.8272755,0.0,21.66593568,16.52963875,48.87579791,4.0,1.0,85.0,1.763148295,1.0,6.0,3.0,10.0,56.0,89.0,54.79414118,  ,  ,  ,  
1768,C1769,公司6,363609,2.0,54.0,29.61828146,29.0,0.502940349,1.0,16.0,26.0,25.65839718,53.0,0.468656881,12.0,7.0,14.32292877,33.29558742,42.0,1.68972836,96.0,3.231279613,10.0,,,6.0,71.0,12.58003099,0.0,14.5376635,1.497118133,90.25205227,4.0,1.0,38.0,7.003290966,1.0,9.0,2.0,11.0,11.0,59.0,6.534765368,J0132,J0111,  ,  
4862,C4863,公司11,1221025,6.0,37.0,3.119666687,,0.483027171,1.0,1.0,47.0,1.515532795,9.0,0.588200383,12.0,67.0,15.37170242,17.94036901,27.0,18.73003849,33.0,61.66967263,6.0,10.08970866,,33.0,53.0,0.709738227,0.0,31.45472124,3.956889191,48.15731864,1.0,1.0,18.0,6.192980717,1.0,5.0,4.0,5.0,45.0,14.0,79.4200497,J0197,J0075,  ,  
621,C0622,公司12,1454436,12.0,,6.466802489,14.0,0.021495978,1.0,14.0,89.0,10.03636417,39.0,0.956996649,6.0,3.0,15.18710696,21.60019124,77.0,17.69116163,77.0,78.78506834,7.0,14.26759799,,39.0,35.0,15.47487019,0.0,38.95348857,15.13800912,36.29771597,4.0,1.0,4.0,10.5798263,1.0,12.0,5.0,12.0,90.0,26.0,5.922179542,J0148,  ,  ,  
8487,C8488,公司8,646416,2.0,22.0,25.44489184,83.0,0.762857998,1.0,1.0,100.0,8.713468946,34.0,0.799589004,12.0,3.0,14.86250986,5.424991661,41.0,27.83196316,41.0,4.702606472,6.0,6.664565478,,62.0,37.0,18.34121985,0.0,66.96028898,11.82840366,10.68441426,2.0,1.0,93.0,7.686496976,1.0,11.0,3.0,2.0,28.0,24.0,21.40233069,J0020,J0100,J0158,  
7652,C7653,公司1,10000,6.0,33.0,18.7782241,99.0,0.670586849,1.0,8.0,51.0,27.23365756,61.0,0.048289727,6.0,55.0,8.106059905,0.487343556,84.0,14.75577462,90.0,3.646502334,8.0,5.880386066,,79.0,53.0,9.627071513,0.0,27.01438588,0.997712118,13.79810192,3.0,1.0,42.0,14.81847196,1.0,2.0,5.0,3.0,25.0,72.0,7.748460746,J0193,  ,  ,  
3833,C3834,公司1,10000,12.0,5.0,3.562317145,65.0,0.548604358,1.0,2.0,64.0,27.32504961,62.0,0.63534119,8.0,63.0,18.77960978,30.2976761,49.0,2.900771986,15.0,73.33588995,3.0,18.98169888,,96.0,61.0,13.15964305,0.0,35.08529292,17.47651931,20.60860925,3.0,1.0,53.0,15.32454796,1.0,12.0,6.0,4.0,,91.0,39.50194448,  ,  ,  ,  
11209,C11210,公司16,2585664,10.0,29.0,3.991555657,53.0,0.396603995,1.0,13.0,165.0,31.38955314,32.0,0.069576524,3.0,38.0,1.217381548,,46.0,17.12472868,68.0,30.05012589,2.0,19.88139183,,80.0,22.0,6.533934518,0.0,24.47618486,2.756236574,75.28934671,5.0,1.0,32.0,6.082704298,1.0,9.0,4.0,11.0,81.0,54.0,69.89991702,  ,  ,  ,  
5612,C5613,公司9,817216,10.0,43.0,2.737841555,40.0,0.567040406,1.0,5.0,170.0,23.60137055,52.0,0.154073453,12.0,62.0,4.845119164,27.42398952,8.0,17.61729729,48.0,2.0076629,3.0,9.346393478,,62.0,15.0,9.176801741,0.0,0.50312233,10.18013589,38.5495362,5.0,1.0,33.0,13.46557867,1.0,1.0,2.0,9.0,86.0,60.0,20.00876026,  ,  ,  ,  
4536,C4537,公司6,363609,9.0,12.0,27.78395308,89.0,0.123182651,1.0,18.0,14.0,15.15220134,20.0,0.335138518,1.0,12.0,9.96485459,24.88374022,71.0,23.27302291,52.0,49.36214185,7.0,16.86746029,3.710582027,28.0,58.0,18.48071681,0.0,45.16740016,8.571179131,62.55373114,1.0,1.0,7.0,4.850513422,1.0,2.0,1.0,1.0,79.0,32.0,30.49100367,  ,  ,  ,  
7363,C7364,公司7,494209,4.0,25.0,28.04144913,84.0,0.215651703,1.0,3.0,119.0,10.60931991,29.0,0.467490543,3.0,35.0,19.94020449,27.89268744,21.0,3.705882982,12.0,70.33684468,6.0,18.21396857,,32.0,7.0,17.91604915,0.0,21.31796333,2.905021228,82.07529247,5.0,1.0,65.0,19.67695768,1.0,2.0,4.0,1.0,46.0,15.0,41.91654628,  ,  ,  ,  
5225,C5226,公司11,1221025,6.0,54.0,5.95768617,18.0,0.575381958,1.0,11.0,204.0,20.02181486,37.0,0.541225811,8.0,25.0,8.671637686,27.0665562,45.0,14.3215219,13.0,34.97235001,17.0,4.067855144,,95.0,70.0,12.99457137,0.0,60.05759,18.50660985,15.07949758,1.0,1.0,76.0,7.066445061,1.0,9.0,3.0,7.0,81.0,22.0,7.324832818,  ,  ,  ,  
265,C0266,公司20,4040100,11.0,58.0,31.22563756,164.0,0.567231603,1.0,8.0,96.0,15.49176716,37.0,0.871172281,12.0,62.0,16.02906671,7.891212163,32.0,13.08952506,14.0,11.44148417,15.0,11.64794858,,49.0,43.0,9.500692598,0.0,37.01992847,5.235467776,88.19853966,4.0,1.0,32.0,0.929831985,1.0,8.0,1.0,12.0,81.0,90.0,60.64783227,J0010,  ,  ,  
833,C0834,公司2,40401,8.0,51.0,25.18182058,86.0,0.36950236,1.0,5.0,174.0,9.821289711,11.0,0.791435685,12.0,55.0,7.661925465,32.61558133,36.0,0.637250001,4.0,42.3188936,1.0,12.52984984,,45.0,40.0,19.83676803,0.0,65.74144172,2.338298722,43.31550602,5.0,1.0,,3.336491717,1.0,1.0,2.0,3.0,40.0,52.0,79.91179989,  ,  ,  ,  
8285,C8286,公司14,1979649,6.0,47.0,16.77013012,124.0,0.388776312,1.0,6.0,128.0,14.78043061,14.0,0.649103105,12.0,52.0,0.255629946,24.62595193,63.0,12.76294733,75.0,16.65874284,7.0,4.192185597,,76.0,46.0,17.87071383,0.0,65.19051867,19.65085816,83.15280131,1.0,1.0,12.0,9.029208911,1.0,12.0,5.0,12.0,44.0,27.0,59.35524219,  ,  ,  ,  
2919,C2920,公司15,2271049,4.0,36.0,17.68867097,14.0,0.822219568,1.0,9.0,199.0,31.67572703,19.0,0.493040784,10.0,35.0,19.73173489,26.09132632,13.0,13.0859985,69.0,49.32663458,15.0,2.782228247,,88.0,3.0,11.58546878,0.0,40.50387963,3.101754392,74.08849569,1.0,1.0,84.0,19.62141021,1.0,9.0,7.0,9.0,91.0,41.0,69.25678429,J0052,J0154,J0186,J0021
11319,C11320,公司9,817216,11.0,20.0,31.41675176,116.0,0.97061669,1.0,9.0,15.0,19.83876286,30.0,0.363405179,10.0,36.0,17.96294414,24.25229957,70.0,32.189066,47.0,28.64368317,4.0,12.34183994,,68.0,36.0,15.80846513,0.0,37.46530409,15.63435491,50.07603331,3.0,1.0,43.0,3.373794278,1.0,5.0,1.0,11.0,85.0,70.0,73.96815869,J0116,J0065,  ,  
1285,C1286,公司12,1454436,7.0,67.0,22.28142556,102.0,0.358038775,1.0,12.0,37.0,25.42601658,33.0,0.951827403,11.0,9.0,2.693165339,6.089957462,42.0,28.42413412,84.0,90.59894447,12.0,7.563448229,,83.0,21.0,2.041548035,0.0,51.03089609,4.972304028,74.51237234,4.0,1.0,70.0,13.16735914,1.0,9.0,6.0,5.0,9.0,5.0,14.14643355,  ,  ,  ,  
10007,C10008,公司13,1705636,4.0,45.0,19.53677923,43.0,0.016459899,,4.0,74.0,6.965819831,48.0,0.385294918,10.0,62.0,19.19528949,7.256176798,32.0,30.74479395,56.0,76.83782286,2.0,19.58326429,,5.0,21.0,16.26389104,0.0,77.78245978,15.68951743,7.977851451,3.0,1.0,29.0,19.67134746,1.0,2.0,1.0,7.0,27.0,4.0,42.76469723,  ,  ,  ,  
11497,C11498,公司11,1221025,9.0,56.0,14.53220302,141.0,0.238899645,1.0,5.0,2.0,13.85851439,16.0,0.964701738,,55.0,12.89547729,17.29366144,65.0,2.382993415,50.0,67.87742698,14.0,16.10777125,,96.0,64.0,5.610481315,0.0,67.45322039,9.44475637,15.40434191,1.0,1.0,84.0,7.744293863,1.0,5.0,6.0,8.0,87.0,7.0,,  ,  ,  ,  
4190,C4191,公司1,10000,2.0,69.0,12.6935554,183.0,0.780409483,1.0,15.0,85.0,15.93689717,58.0,0.803061437,9.0,43.0,13.3996706,17.17469272,73.0,13.981406,53.0,83.12691096,9.0,7.694860097,,11.0,58.0,17.3253293,0.0,79.59177322,14.13898295,81.82428281,3.0,1.0,87.0,17.46109298,1.0,12.0,6.0,2.0,28.0,50.0,41.98695658,  ,  ,  ,  
